"";"OBJECTID";"PARCELID";"PRINTKEY";"STREET_NUM";"STREET_NAME";"SITEADDRESS";"CITY";"ZIP5";"CLASSCD";"CLASSDSCRP";"PRPRTYDSCRP";"OWNERNME1";"PSTLADDRESS";"PSTLCITY";"LOT_FRONTAGE";"LOT_DEPTH";"STATEDAREA";"CURRENT_LAND_VALUE";"CURRENT_TOTAL_VALUE";"CURRENT_TAXABLE_VALUE";"TENTATIVE_LAND_VALUE";"TENTATIVE_TOTAL_VALUE";"TENTATIVE_TAXABLE_VALUE";"SALE_DATE";"SALE_PRICE";"BOOK";"PAGE";"DEED_TYPE";"VALID";"RESCOM";"CALCULATEDACRES";"SHAPEACRES";"BISZONING";"Shape.STArea..";"Shape.STLength..";"OWNERSHIPCODE";"LOW_STREET_NUM";"HIGH_STREET_NUM";"lon";"lat";"crime_count"
"763";13763;"10666000020790000000";"106.66-2-79";"110";"ONTARIO ST";"110 ONTARIO ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"35.67";"115";"0";"2700";"2700";2700;2700;2700;2700;"10/14/1998";"578597";"09081";"00311";"T";"";"R";0,09417011;0,09173495;"MH-URD/R-2";698,08203125;124,660293340184;" ";110;110;-77,5943379;43,163919;11115
"7651";13765;"10666000020190000000";"106.66-2-19";"187";"LEWIS ST";"187 LEWIS ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"MCGILL ANTOINETTE  ";"729 25TH AVE";"SAN FRANCISCO  CA  94121";"33";"114";"0";"1300";"1300";1300;1300;1300;1300;"12/18/2006";"24500";"10398";"00594";"W";"";"R";0,08636364;0,0872672;"MH-URD/R-2";664,08203125;123,227777563888;" ";187;187;-77,5930939;43,163883;11001
"8121";13812;"10633000020270000000";"106.33-2-27";"965";"NORTH ST";"965 NORTH ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"39";"149.94";"0";"4200";"4200";4200;4200;4200;4200;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,1342438;0,13479491;"R-1";1026,16015625;158,946264385665;" ";965;965;-77,595572;43,175958;8210
"8141";13814;"10635000010740000000";"106.35-1-74";"1296";"CLIFFORD AV";"1296 CLIFFORD AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"46";"118";"0";"4100";"4100";4100;4100;4100;4100;"11/04/1994";"1";"08548";"00577";"F";"";"R";0,12460973;0,12347338;"R-1";939,9609375;136,735541588708;" ";1296;1296;-77,587729;43,175761;7601
"8181";13818;"10631000020460000000";"106.31-2-46";"25";"DE JONGE ST";"25 DE JONGE ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"35.4";"145.64";"0";"2900";"2900";2900;2900;2900;2900;"04/16/2013";"1";"11241";"00608";"T";"";"R";0,11835758;0,11853614;"R-1";902,39453125;151,766258525866;" ";25;25;-77,608598;43,175801;8968
"840";13840;"12156000010440000000";"121.56-1-44";"122";"HAMILTON ST";"122 HAMILTON ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"44";"165.78";"0";"6800";"6800";6800;6800;6800;6800;"11/09/2001";"1";"09539";"00016";"T";"";"R";0,16745455;0,1696875;"R-2";1290,51171875;175,3607448975;" ";122;122;-77,6068729;43,145259;9158
"8442";13844;"12156000020510000000";"121.56-2-51";"532-536";"SOUTH AV";"532-536 SOUTH AV";"ROCHESTER";"14620";"330";"VACANT COMMERCIAL LAND";NA;"WOLFF JAMES/JONES CHRISTI  ";"210 LINDEN ST";"ROCHESTER NY  14620";"56.83";"102.73";"0.13";"7500";"7500";7500;7500;7500;7500;"07/12/2005";"1";"10153";"00564";"W";"";"C";0,13402539;0,12570456;"C-2";956,01171875;128,874692414284;" ";532;536;-77,604982;43,145359;9106
"845";13845;"12157000020790010000";"121.57-2-79.001";"598";"BROADWAY";"598 BROADWAY";"ROCHESTER";"14607";"311";"RESIDENTIAL VACANT LAND";NA;"BROADWAY COMMONS HOMEOWNE ASSOC INC";"47 LARKSPUR LA";"ROCHESTER  NY  14622";"43";"28";"0";"1000";"1000";1000;1000;1000;1000;"09/16/1985";"0";"06775";"00126";"B";"";"R";0,02764004;0,02789843;"R-2";212,171875;59,6991152833465;"A";598;598;-77,5988008;43,145312;8819
"8671";13867;"12154000010320330000";"121.54-1-32.033";"612";"CLARISSA ST";"612 CLARISSA ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"URBAN LEAGUE OF ROCHESTER  ";"312 STATE ST";"ROCHESTER NY  14608";"26.25";"57";"0.03";"2000";"2000";2000;2000;2000;2000;"09/23/2004";"29374";"10023";"00356";"B";"";"R";0,03434917;0,03434917;NA;261,23046875;69,6164879482401;" ";612;612;-77,6168986;43,1447951;8610
"9021";13902;"12076000030090000000";"120.76-3-9";"810";"JEFFERSON AV";"810 JEFFERSON AV";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40.16";"118";"0";"3000";"3000";3000;3000;3000;3000;"01/16/1992";"240";"08166";"00345";"W";"";"R";0,10878972;0,10515026;"R-1";799,515625;131,487062892034;" ";810;810;-77,628608;43,1385999;6465
"9281";13928;"10769000010770000000";"107.69-1-77";"36";"BALDWIN ST";"36 BALDWIN ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"20 CHURCH STRM 125B";"ROCHESTER NY  14614";"40";"127.5";"0";"2900";"2900";2900;2900;2900;2900;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,11707989;0,11754709;"R-1";894,44921875;139,159440589512;" ";36;36;-77,577339;43,162144;7025
"9313";13931;"10769000010580000000";"107.69-1-58";"10";"BEECHWOOD ST";"10 BEECHWOOD ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"127.62";"0";"2900";"2900";2900;2900;2900;2900;"10/14/1998";"578597";"09081";"00311";"T";"";"R";0,11719008;0,12031521;"R-1";915,51171875;141,037176813121;" ";10;10;-77,576148;43,162084;6540
"9451";13945;"12148000010950010000";"121.48-1-95.001";"449";"BROADWAY";"449 BROADWAY";"ROCHESTER";"14607";"311";"RESIDENTIAL VACANT LAND";NA;"WILSON PAUL & GROSS PAUL  ";"532 LAKE SHORE DR";"HILTON  NY  14468";"44.21";"100";"0";"10000";"10000";10000;10000;10000;10000;"08/05/2010";"40000";"10909";"00089";"W";"";"R";0,10149219;0,10248549;"R-2";779,484375;120,72159368145;" ";449;449;-77,602692;43,147806;9458
"9762";13976;"10660000010080000000";"106.60-1-8";"43";"FIFTH ST";"43 FIFTH ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"120";"0";"2800";"2800";2800;2800;2800;2800;"04/16/2013";"1";"11241";"00608";"T";"";"R";0,11019284;0,1085184;"R-2";825,890625;133,267548281281;" ";43;43;-77,583831;43,167389;8205
"102";14010;"12169000020480040000";"121.69-2-48.004";"4-6";"COLBERT PL";"4-6 COLBERT PL";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"61.02";"58";"0";"500";"500";500;500;500;500;"01/24/1997";"427914";"08837";"00193";"F";"";"R";0,08124793;0,08303682;"R-1";631,4140625;100,55284790527;" ";4;6;-77,6223387;43,1397694;6996
"2812";14028;"12175000010710000000";"121.75-1-71";"530";"BENTON ST";"530 BENTON ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"HAY JUDY L  ";"528 BENTON ST";"ROCHESTER  NY  14620";"40";"48";"0";"2000";"2000";2000;2000;2000;2000;"06/09/1994";"1";"08487";"00331";"Q";"";"R";0,04407713;0,0445341;"R-1";338,62109375;73,8628041984664;" ";530;530;-77,589386;43,139698;4970
"461";14046;"10769000020200000000";"107.69-2-20";"1403";"E MAIN ST";"1403 E MAIN ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"GRECO NICKOLAS III & MANA  ";"1393 E MAIN ST";"ROCHESTER NY  14609";"40";"136";"0";"2900";"2900";2900;2900;2900;2900;"06/23/2016";"450";"11714";"504";"Q";"";"R";0,12488522;0,12316225;"R-2";937,12890625;147,143533287582;" ";1403;1403;-77,574355;43,1606;6147
"471";14047;"10772000030140000000";"107.72-3-14";"196";"WISCONSIN ST";"196 WISCONSIN ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"1";"118.37";"0";"200";"200";200;200;200;200;" ";"0";"00000";"00000";" ";"";"R";0,0027174;0,00592116;"R-1";45,0546875;100,387729924151;" ";196;196;-77,557402;43,1606359;3260
"7410";14074;"10674000010340000000";"106.74-1-34";"143";"N UNION ST";"143 N UNION ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"48.9";"130";"0";"3100";"3100";3100;3100;3100;3100;"10/14/1998";"578597";"09081";"00311";"T";"";"R";0,14593664;0,14685773;"MH-URD/R-2";1117,4609375;150,206434391115;" ";143;143;-77,593964;43,161079;11367
"1121";14112;"10626000010960000000";"106.26-1-96";"1124-1126";"NORTH ST";"1124-1126 NORTH ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"AUS & ANG SNEAD LLC  ";"116 POLARIS ST";"ROCHESTER NY  14606";"41";"120";"0";"4000";"4000";4000;4000;4000;4000;"10/14/2015";"1000";"11606";"00600";"W";"";"R";0,11294766;0,11497407;"R-1";875,36328125;135,862965674131;" ";1124;1126;-77,595035;43,179234;9017
"115";14115;"10623000020160000000";"106.23-2-16";"801";"JOSEPH AV";"801 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"29.04";"162";"0";"2800";"2800";2800;2800;2800;2800;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,108;0,10869751;"R-2";827,5859375;159,741318054663;" ";801;801;-77,608313;43,179332;9462
"1212";14121;"10627000010540000000";"106.27-1-54";"163";"PORTAGE ST";"163 PORTAGE ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"ALICEA ANGEL  ";"169 PORTAGE ST";"ROCHESTER NY  14621";"40";"90";"0";"4000";"4000";4000;4000;4000;4000;"10/26/2016";"1";"11773";"00227";"Q";"";"R";0,08264463;0,08004955;"R-1";609,4609375;107,414372256547;" ";163;163;-77,584305;43,179024;7855
"1221";14122;"10628000010490030000";"106.28-1-49.003";"160";"CLAIRMOUNT ST";"160 CLAIRMOUNT ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"39.71";"99.77";"0";"2000";"2000";2000;2000;2000;2000;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,09095194;0,08832061;"R-1";672,42578125;115,120002457561;" ";160;160;-77,5831388;43,1790028;6019
"1242";14124;"10625000010010000000";"106.25-1-1";"251-253";"BERLIN ST";"251-253 BERLIN ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"43";"107";"0";"2800";"2800";2800;2800;2800;2800;"11/17/2000";"688766";"09388";"00512";"T";"";"R";0,10562443;0,10689746;"R-1";813,875;126,551523724122;" ";251;253;-77,600681;43,179049;9084
"1282";14128;"10624000010470000000";"106.24-1-47";"217";"BERLIN ST";"217 BERLIN ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"32";"107";"0.08";"2600";"2600";2600;2600;2600;2600;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,07860422;0,07981543;"R-1";607,6796875;117,29486406701;" ";217;217;-77,601622;43,17902;9137
"1311";14131;"10628000010470000000";"106.28-1-47";"154";"CLAIRMOUNT ST";"154 CLAIRMOUNT ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"39.71";"99.77";"0";"2000";"2000";2000;2000;2000;2000;"11/09/2001";"630692";"09539";"00021";"T";"";"R";0,09095194;0,0912263;"R-1";694,5546875;116,154632459843;" ";154;154;-77,582849;43,1788979;6012
"1341";14134;"10623000020540000000";"106.23-2-54";"60";"SEABROOK ST";"60 SEABROOK ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"76";"74.84";"0.13";"3000";"3000";3000;3000;3000;3000;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,13057484;0,13116024;"R-1";998,59375;126,40420577866;" ";60;60;-77,6088005;43,1790434;9546
"1512";14151;"12083000020270000000";"120.83-2-27";"303";"MAGNOLIA ST";"303 MAGNOLIA ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"150.5";"0";"1000";"1000";1000;1000;1000;1000;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,13820018;0,14157053;"R-1";1076,4140625;160,096373923132;" ";303;303;-77,631111;43,137603;6012
"2162";14216;"12130000010470020000";"121.30-1-47.002";"41";"S WASHINGTON ST";"41 S WASHINGTON ST";"ROCHESTER";"14608";"330";"VACANT COMMERCIAL LAND";NA;"WJM PROPERTIES LLC  ";"55 SULLY'S TRL STE A";"PITTSFORD NY  14534";"119.25";"81.56";"0";"7200";"7200";7200;7200;7200;7200;"02/26/2007";"1";"10429";"00232";"W";"";"C";0,22327893;0,22079141;"CCD-B";1679,59765625;166,563543649443;" ";41;41;-77,616487;43,153152;10374
"2233";14223;"12131000010210000000";"121.31-1-21";"53";"COURT ST";"53 COURT ST";"ROCHESTER";"14604";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"186";"113";"0";"155000";"155000";155000;155000;155000;155000;" ";"0";"00000";"00000";" ";"";"C";0,48250689;0,46281402;"CCD-R";3520,65234375;243,64051844627;" ";53;53;-77,609329;43,152688;10854
"2632";14263;"12165000020180000000";"121.65-2-18";"854";"S CLINTON AV";"854 S CLINTON AV";"ROCHESTER";"14620";"330";"VACANT COMMERCIAL LAND";NA;"P-JAG LLC  ";"60 SOUTHERN PKWY";"ROCHESTER  NY  14618";"35.78";"100";"0";"30000";"30000";30000;30000;30000;30000;"05/17/2011";"1";"10999";"00302";"E";"";"C";0,08213958;0,45072031;"C-2";3427,3828125;360,461084081907;" ";854;854;-77,5968539;43,141505;6902
"2683";14268;"12163000030260000000";"121.63-3-26";"143";"GREGORY ST";"143 GREGORY ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"WAGNER KENNETH J  ";"143 GREGORY ST";"ROCHESTER  NY  14620";"40.5";"75";"0";"5300";"86000";86000;2600;2600;2600;"08/10/2000";"1";"09375";"00524";"Q";"";"R";0,0697314;0,06875454;"R-2";522,83203125;95,9661714621731;" ";143;143;-77,6085109;43,1416899;8021
"2771";14277;"12166000030460030000";"121.66-3-46.003";"630";"S GOODMAN ST";"630 S GOODMAN ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"ANDERSON MARY F";"2 EISENBURG PL";"ROCHESTER  NY  14620";"4.95";"16.38";"0.01";"200";"200";200;200;200;200;" ";"0";" ";" ";" ";"";"R";0,00186136;0,00233389;NA;17,7421875;18,345950884292;" ";630;630;-77,5949727;43,1415093;6609
"3111";14311;"12028000010310000000";"120.28-1-31";"520";"W BROAD ST";"520 W BROAD ST";"ROCHESTER";"14608";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"649";"8.52";"0.19";"2000";"2000";2000;2000;2000;2000;" ";"0";" ";" ";" ";"";"C";0,12693939;0,18787638;"CCD-C";1429,41796875;568,137521242741;" ";520;520;-77,6244173;43,1575273;9803
"3271";14327;"12051000010060000000";"120.51-1-6";"3";"RENFREW PL";"3 RENFREW PL";"ROCHESTER";"14611";"312";"RES VACANT LAND W/IMPRV";NA;"COOPER CALVIN  ";"569 MAPLE ST";"ROCHESTER  NY  14611";"42";"116.5";"0";"6500";"8000";8000;6500;8000;8000;"04/16/2012";"22000";"11110";"00398";"Q";"";"R";0,11232782;0,08638894;"R-2";657,09375;123,358860574854;" ";3;3;-77,632714;43,149486;6841
"3591";14359;"10769000010200000000";"107.69-1-20";"591-593";"HAYWARD AV";"591-593 HAYWARD AV";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"ROCHESTER GENESEE REGIONA TRANSPORTATION";"1372 E MAIN ST";"ROCHESTER  NY  14609";"40";"93.3";"0";"2700";"2700";2700;2700;2700;2700;"03/20/2015";"1";"11523";"00398";"O";"";"R";0,08567493;0,08628908;"R-1";656,6015625;111,091299252444;" ";591;593;-77,5748234;43,1626666;6244
"3811";14381;"10656000010260020000";"106.56-1-26.002";"34";"SKUSE ST";"34 SKUSE ST";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"30";"111";"0.08";"3000";"3000";3000;3000;3000;3000;"11/17/2000";"688766";"09388";"00512";"T";"";"C";0,07644628;0,075351;"C-2";573,4453125;115,487719799265;" ";34;34;-77,601021;43,166462;11208
"3871";14387;"10659000030250000000";"106.59-3-25";"175";"PENNSYLVANIA AV";"175 PENNSYLVANIA AV";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"33.33";"118.95";"0";"2700";"2700";2700;2700;2700;2700;"10/24/1997";"502816";"08932";"00596";"T";"";"R";0,09101477;0,09009952;"R-2";685,68359375;126,605233397349;" ";175;175;-77,58561;43,166112;9227
"391";14391;"10660000040160000000";"106.60-4-16";"157-161";"WEBSTER AV";"157-161 WEBSTER AV";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"135.94";"0";"2900";"2900";2900;2900;2900;2900;"04/29/2010";"451447";"10869";"00256";"T";"";"R";0,12483012;0,11352051;"R-1";863,91796875;140,705607513259;" ";157;161;-77,579412;43,165831;7160
"395";14395;"10657000030670010000";"106.57-3-67.001";"46";"DAVIS ST";"46 DAVIS ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"B&L REALTY NY LLC  ";"70 HARTFORD ST";"ROCHESTER  NY  14605";"65.2";"103.12";"0";"3700";"3700";3700;3700;3700;3700;"06/25/2013";"1";"11269";"00455";"C";"";"R";0,15434858;0,15278022;"R-2";1162,69140625;139,897781159281;" ";46;46;-77,599305;43,165756;11174
"3961";14396;"10653000010070000000";"106.53-1-7";"30";"CLIFF ST";"30 CLIFF ST";"ROCHESTER";"14608";"330";"VACANT COMMERCIAL LAND";NA;"ROCH GAS & ELECTRIC CORP % IBERDROLA USA TAX DEPT";"70 FARMVIEW DRIVE";"NEW GLOUCESTER ME  04260";"60";"102";"0";"5500";"5500";5500;5500;5500;5500;" ";"0";"00000";"00000";" ";"";"C";0,14049587;0,12500863;NA;951,3515625;130,026258972021;" ";30;30;-77,6214509;43,165931;10617
"403";14403;"10662000010560000000";"106.62-1-56";"475";"ST PAUL ST";"475 ST PAUL ST";"ROCHESTER";"14604";"340";"VACANT INDUSTRIAL LAND";NA;"HIGH FALLS OPERATING CO L  ";"445 ST PAUL ST";"ROCHESTER NY  14605";"0";"0";"0.26";"17500";"17500";17500;17500;17500;17500;"02/11/2009";"8250000";"10718";"00535";"B";"";"C";0;0,26135082;"CCD-R";1988,921875;433,701215573487;" ";475;475;-77,617088;43,1649389;10680
"429";14429;"12066000010150020000";"120.66-1-15.002";"666";"FROST AV";"666 FROST AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"15";"120.1";"0.04";"1000";"1000";1000;1000;1000;1000;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,04135675;0,04123201;"R-1";313,56640625;112,583034951469;" ";666;666;-77,637485;43,144145;6023
"4304";14430;"12058000030610020000";"120.58-3-61.002";"9";NA;NA;"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";NA;NA;NA;NA;NA;"500";"500";500;500;500;500;"05/13/2013";"1";"11252";"00069";"T";"";NA;NA;0,02465565;"R-1";187,51953125;55,4755379812695;" ";NA;NA;-77,6109219;43,16103;10867
"4313";14431;"12052000010340020000";"120.52-1-34.002";"426";"TREMONT ST";"426 TREMONT ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"MCCULLOUGH STEVEN J  ";"1104 ST PAUL ST APT 5";"ROCHESTER NY  14620";"25";"136";"0.08";"700";"700";700;700;700;700;"01/07/2016";"1";"11641";"638";"T";"";"R";0,07805326;0,07914351;"R-1";601,96484375;135,069321967566;" ";426;426;-77,627006;43,148113;7296
"4513";14451;"12043000010260010000";"120.43-1-26.001";"660-668";"W MAIN ST";"660-668 W MAIN ST";"ROCHESTER";"14611";"330";"VACANT COMMERCIAL LAND";NA;"JONES DEVELOPMENT WEST LLC";"683 GILLETT RD";"SPENCERPORT NY  14559";"162.07";"305.35";"1.16";"27300";"27300";27300;27300;27300;27300;"12/30/2013";"180039";"11345";"00033";"W";"";"C";1,13608986;1,14715902;"C-2";8726,390625;421,304347128244;" ";660;668;-77,6303229;43,1518114;7795
"4521";14452;"12051000030590020000";"120.51-3-59.002";"190";"JEFFERSON TER";"190 JEFFERSON TER";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"170.5";"50.47";"0.15";"4300";"4300";4300;4300;4300;4300;"04/15/2008";"1";"10604";"00015";"W";"";"R";0,19754672;0,1522185;"R-2";1157,7421875;184,160811556903;" ";190;190;-77,631437;43,147497;6617
"4531";14453;"12051000010110020000";"120.51-1-11.002";"114.5";"CLIFTON ST";"114.5 CLIFTON ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"15";"166.94";"0.06";"1000";"1000";1000;1000;1000;1000;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,05748623;0,05625456;"R-2";427,890625;153,002087776808;" ";114;5;-77,631668;43,149515;7033
"460";14460;"10745000030340000000";"107.45-3-34";"70";"STUNZ ST";"70 STUNZ ST";"ROCHESTER";"14609";"312";"RES VACANT LAND W/IMPRV";NA;"RODGERS JAMES L JR  ";"66 STUNZ ST";"ROCHESTER  NY  14609";"33.5";"78.87";"0";"2100";"5600";5600;2100;5600;5600;"06/14/2005";"1";"10171";"00306";"Q";"";"R";0,0606553;0,06137007;"R-1";467,11328125;93,9607809073087;" ";70;70;-77,572998;43,170586;5356
"4822";14482;"12257000010150010000";"122.57-1-15.001";"70";"HOYT PL";"70 HOYT PL";"ROCHESTER";"14610";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"21";"18.06";"0";"100";"100";100;100;100;100;" ";"0";"00000";"00000";" ";"";"C";0,00870661;0,0032352;NA;24,60546875;36,4499978769337;" ";70;70;-77,553651;43,144318;1436
"4831";14483;"12255000020310080000";"122.55-2-31.008";"983";"HARVARD ST";"983 HARVARD ST";"ROCHESTER";"14610";"311";"RESIDENTIAL VACANT LAND";NA;"PERKINS TODD L & TROY A  ";"985 HARVARD ST";"ROCHESTER  NY  14610";"45";"25";"0.02";"400";"400";400;400;400;400;"03/02/2015";"1";"11509";"00170";"Q";"";"R";0,02582645;0,02465291;NA;187,484375;57,4487542472034;" ";983;983;-77,5662137;43,1443745;2357
"488";14488;"12254000030250000000";"122.54-3-25";"713R";"HARVARD ST";"713R HARVARD ST";"ROCHESTER";"14610";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"45";"26.49";"0.03";"400";"400";400;400;400;400;" ";"0";" ";" ";" ";"";"R";0,0273657;0,02578208;NA;196,06640625;58,2340182612115;" ";713;713;-77,57012;43,144021;3090
"4991";14499;"12265000010090000000";"122.65-1-9";"438";"HILLSIDE AV";"438 HILLSIDE AV";"ROCHESTER";"14610";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"91.42";"99.85";"0";"1000";"1000";1000;1000;1000;1000;" ";"0";"00000";"00000";" ";"";"R";0,20955663;0,0420618;NA;319,859375;98,1147198363445;" ";438;438;-77,553116;43,14315;1321
"5141";14514;"12156000010500030000";"121.56-1-50.003";"44";"ALEXANDER ST";"44 ALEXANDER ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"WILTON LYJHA  ";"100 ALEXANDER ST";"ROCHESTER NY  14620";"33";"164.63";"0.12";"5500";"5500";5500;5500;5500;5500;"09/03/2015";"1";"11587";"222";"Q";"";"R";0,1247197;0,12347726;"R-2";939,08984375;164,237502601267;" ";44;44;-77,606393;43,14573;9281
"5311";14531;"12174000020290000000";"121.74-2-29";"124";"HENRIETTA ST";"124 HENRIETTA ST";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"SCHLEGEL JEFFERY J  ";"62 ALLANDALE AVE";"ROCHESTER NY  14610";"44.51";"137";"0.12";"6700";"6700";6700;6700;6700;6700;"01/28/2016";"475";"11650";"00188";"W";"";"R";0,13998783;0,11417105;"R-1";868,15234375;140,97383557899;" ";124;124;-77,592079;43,140174;5438
"5323";14532;"12171000010630000000";"121.71-1-63";"35";"SANFORD ST";"35 SANFORD ST";"ROCHESTER";"14620";"312";"RES VACANT LAND W/IMPRV";NA;"CROWLEY JAMES J";"460 CRITTENDEN RD";"ROCHESTER  NY  14623";"40";"175";"0";"6700";"17000";17000;6700;17000;17000;"02/07/2007";"30000";"10426";"00376";"W";"";"R";0,16069789;0,16311993;"R-2";1240,36328125;180,019865069346;" ";35;35;-77,612456;43,1403;8412
